Product Details,ASIN,Brand,Price,Sales,BSR,FBA Fees,Active Sellers #,Ratings,Review Count,Images,Review velocity,Buy Box,Category,Size Tier,Delivery,Dimensions,Weight,Creation Date
"Buster Bathroom Plughole Unblocker, Dissolves hair and sludge 300ml",B08GCTPX2D,Buster,2.29,11077.0,93.0,2.56,39.0,4.0,5453.0,9.0,385.0,Amazon,Grocery,Large Oversize,AMZ,4.8x7.2x1.6,0.86,5/31/2020
"Lindt Lindor Milk Chocolate Truffles Box, 600g",B0756W5PY9,Lindt,9.79,9296.0,90.0,3.3,21.0,5.0,8144.0,11.0,142.0,Amazon,Food Cupboard,Large Oversize,AMZ,5.7x9.4x2.7,1.46,2/3/2017
"Fairy Platinum All in One Dishwasher Tablets, Lemon, 65 Tablets",B07W54JY5R,Fairy,9.0,10034.0,98.0,3.39,18.0,5.0,8406.0,7.0,179.0,Amazon,Grocery,Large Oversize,AMZ,10.3x12.0x2.5,2.6,9/1/2019
"Finish 0% Dishwasher Tablets Free From Preservatives And Fragrance, 80 Tabs",B07XLZG1JW,Finish,10.0,4702.0,92.0,3.48,16.0,5.0,1475.0,7.0,0.0,Amazon,Grocery,Large Oversize,AMZ,9.3x11.3x3.5,3.06,10/1/2019
"Colour Catcher Complete Action+ Laundry Sheets, Helps to Prevent Colour Run and Protects Brightness – 120 sheets",B09GPNZ7G4,Colour Catcher,9.0,10791.0,84.0,3.06,1.0,,,8.0,0.0,,Grocery,Large Oversize,AMZ,6.8x8.0x4.8,0.88,9/26/2021
"Lindt Lindor Milk Chocolate Truffles, 26 each, 337g",B0812562RR,Lindt,5.5,9364.0,95.0,2.78,18.0,5.0,9401.0,11.0,173.0,Amazon,Food Cupboard,Large Oversize,AMZ,5.2x8.0x2.7,0.84,9/23/2015
"Eco Bag 50 Heavy Duty Refuse Sacks, Black, 1x",B00EDMABPU,Eco Bag,5.23,12285.0,85.0,4.94,34.0,5.0,6126.0,5.0,234.0,UK QUICK DISPATCH,Grocery,Large Oversize,MFN,5.7x7.8x5.3,4.98,8/7/2013
Cusheen Toilet Roll Bulk Buy - Pack of 60 Rolls (1 x 60 pack) Quilted White 3 Ply Toilet Rolls,B06WD1FD7Y,Cusheen,19.99,9736.0,88.0,8.64,2.0,5.0,4676.0,7.0,363.0,Cusheen,Grocery,Large Oversize,MFN,17.3x21.7x12.4,9.92,12/1/2016
"Ecover Fabric Softener Apple Blossom & Almond, 50 Wash, Pack of 1",B073ZHHDQN,Ecover,2.5,10322.0,99.0,3.16,16.0,5.0,9038.0,13.0,167.0,Amazon,Grocery,Large Oversize,AMZ,5.3x11.8x3.1,3.55,7/17/2017
"Freixenet Prosecco DOC, 75 cl",B07YSHB2HX,Freixenet,9.0,5270.0,90.0,3.83,7.0,5.0,1532.0,4.0,65.0,Amazon,"Beer, Wine & Spirits",Large Oversize,AMZ,3.6x12.5x3.5,3.51,11/19/2019
"Flash Speedmop Wet Cloth Refills, Floor Cleaner, Lemon, 96 Count (24 x 4)",B07YJQSKDV,FLASH,24.0,1880.0,9.0,8.94,22.0,5.0,8193.0,6.0,165.0,Amazon,"Business, Industry & Science",Large Oversize,AMZ,11.8x13.0x7.8,14.86,8/1/2019
Hospital Grade Sanitiser Spray for Surfaces (250 ml) by INEOS Hygienics & Hospital Grade Hand Sanitiser (500ml) by INEOS Hygienics. Made with 75% Pharma Grade Alcohol,B096VB2SXM,INEOS Hygienics,7.35,10194.0,91.0,,1.0,5.0,3168.0,7.0,216.0,Amazon,Health & Personal Care,,AMZ,,,6/8/2021
"Candy Kittens Tropical Mango Vegan Sweets - Palm Oil Free, Natural Fruit Flavour Candy - Gummy Chewy Gourmet Sweets, 54g (Pop Bag)",B07YPJ1P16,CANDY KITTENS,1.0,8783.0,104.0,1.59,5.0,5.0,8622.0,6.0,247.0,Amazon,Food Cupboard,Standard Parcel,AMZ,3.7x5.3x1.5,0.13,10/3/2019
"Tassimo Costa Gingerbread Latte Coffee Pods (Pack of 5, Total 40 Coffee Capsules)",B07JVF2FCV,Tassimo,45.0,13377.0,6.0,11.03,1.0,5.0,27494.0,9.0,223.0,Bountyville,Drinks,Large Oversize,FBA,6.7x15.4x6.1,4.74,9/3/2018
"Tassimo Milka Hot Chocolate Pods (Pack of 5, Total 80 Coffee Capsules)",B01MR4620T,Tassimo,19.93,13088.0,15.0,5.96,15.0,5.0,23414.0,7.0,1545.0,,Drinks,Large Oversize,AMZ,6.7x15.5x6.3,4.14,11/24/2016
"Lavazza Qualità Rossa Coffee Beans, Espresso, 1Kg",B002PM23YC,Lavazza,10.0,13005.0,19.0,3.48,25.0,5.0,13713.0,7.0,270.0,Amazon,Drinks,Large Oversize,AMZ,6.4x10.8x3.9,2.27,8/15/2008
Starbucks Blonde Espresso Roast by Nespresso Coffee Pods 8 x 10 Capsules,B07X63HBQ4,STARBUCKS,28.0,12987.0,23.0,6.78,4.0,5.0,23218.0,8.0,223.0,,Drinks,Large Oversize,AMZ,6.3x11.5x3.3,1.5,10/23/2019
MONIN Premium Cinnamon Syrup 1 L,B004FN6TTO,Monin,9.35,12471.0,28.0,3.42,12.0,5.0,20407.0,5.0,319.0,Amazon,Drinks,Large Oversize,AMZ,3.0x12.9x3.0,3.02,12/8/2010
"Yorkshire Gold, 200 Tea Bags with Tags (total 200 teabags)",B00GLTDKFQ,Yorkshire Tea,17.14,6884.0,34.0,5.28,3.0,5.0,12783.0,9.0,544.0,,Drinks,Large Oversize,MFN,8.0x11.1x5.0,2.14,11/11/2013
"Amazon Brand - Solimo Nespresso Compatible Espresso Capsules, 50 capsules (1 x 50)",B08WSPWW6C,Solimo,6.26,12383.0,37.0,2.84,1.0,4.0,23901.0,6.0,147.0,Amazon,Drinks,Large Oversize,AMZ,5.6x5.9x3.9,0.82,7/19/2021
IRN-BRU | 24 x 330ml Cans | BRU'd in Scotland Since 1901 to a Secret Recipe With 32 Flavours | It Tastes Magic,B0048F1VT2,IRN-BRU,7.0,10590.0,48.0,6.04,20.0,5.0,7512.0,9.0,238.0,Amazon,Drinks,Large Oversize,AMZ,10.4x15.9x4.8,18.67,10/21/2010
"HIGH5 ZERO Electrolyte Hydration Tablets Added Vitamin C - (Berry, 20 Tab Tube)",B003AIF4Q4,HIGH5,4.19,17196.0,16.0,2.54,13.0,5.0,7788.0,6.0,432.0,Amazon,Health & Personal Care,Standard Parcel,AMZ,5.7x10.0x1.1,0.22,1/1/2006
BARR American Cream Soda | 24 x 330ml Cans | A Fizzy Drink for Everyone | Fizzing with Flavour,B01LTIQAIM,Barr,6.0,11718.0,51.0,5.96,27.0,5.0,9779.0,6.0,443.0,Amazon,Drinks,Large Oversize,AMZ,10.5x17.4x4.6,18.47,12/31/2012
RUBICON Sparkling Mango | 18 x 330ml Cans | Get Your Tastebuds Tingling with our Rubicon Sparking Range - Packed with Real Fruit Juice | Make the Unboring Choice,B07HVF8LY7,Rubicon,6.0,11915.0,55.0,5.77,13.0,5.0,7619.0,6.0,347.0,Amazon,Drinks,Large Oversize,AMZ,8.0x16.1x4.7,14.0,9/29/2018
L’OR Coffee Pod Advent Calendar (24 Nespresso®* Compatible Coffee Capsules),B099MWTMN6,L'OR,26.2,11273.0,52.0,6.44,5.0,5.0,8236.0,10.0,268.0,Premier Life Store,Drinks,Large Oversize,MFN,10.2x15.1x1.3,0.62,9/22/2021
"Nescafe Dolce Gusto Flat White Coffee Pods (Pack of 3, Total 48 Capsules)",B07HZFQHXZ,Dolce Gusto,10.5,11610.0,53.0,4.11,29.0,5.0,8973.0,2.0,245.0,Amazon,Drinks,Large Oversize,AMZ,5.0x14.5x4.9,1.98,10/3/2018
Happy Anniversary for Coffee Lovers - Gift Set with 5 Unique Coffee Bags with Premium & Organic Ground Coffee from Around The World | Hamper Style Letterbox Present,B08HS8QJML,GROWER'S CUP,9.95,12891.0,61.0,,1.0,5.0,5021.0,8.0,245.0,The Brew Company,Hampers & Gourmet Gifts,,MFN,,,9/7/2020
Twinings English Afternoon Tea 400 Tea Bags (Multipack of 4 x 100 Tea Bags),B01LXFRFO7,Twinings,14.0,11146.0,67.0,4.8,9.0,5.0,9817.0,4.0,174.0,Amazon,Drinks,Large Oversize,AMZ,5.9x12.2x5.7,2.76,10/2/2016
Pukka Herbs | Active Tea Selection Box | Eco Friendly Gift | Christmas Gift | Green Tea Selection | Ideal Birthday Or Thank You Gift | Perfect For An Active Lifestyle | 45 Sachets | 5 Flavours,B089T15HQ4,Pukka Herbs,13.99,9575.0,74.0,4.63,4.0,5.0,6682.0,9.0,165.0,,Drinks,Large Oversize,AMZ,9.7x11.0x1.9,1.08,6/4/2020
"Tassimo by Bosch Suny 'Special Edition' TAS3102GB Coffee Machine,1300 Watt, 0.8 Litre - Black",B081CYDZC1,Tassimo,29.99,10190.0,33.0,8.73,22.0,5.0,5075.0,9.0,478.0,,Home & Kitchen,Large Oversize,AMZ,11.6x13.4x8.1,5.75,11/12/2019
"Nescafe Dolce Gusto Café Au Lait Coffee Pods (16 Count of Pack of 3, Total 48 Capsules)",B007PRVELU,Dolce Gusto,10.5,10710.0,80.0,4.11,15.0,5.0,8625.0,6.0,181.0,Amazon,Drinks,Large Oversize,AMZ,5.0x14.4x5.0,1.83,11/26/2011
"Twinings Superblends Beetroot Tea with Ginger & Orange, 20 Teabags",B07W14FQCD,Twinings,1.35,9279.0,96.0,2.37,4.0,5.0,4654.0,1.0,208.0,Amazon,Drinks,Standard Parcel,AMZ,3.1x5.1x2.7,0.18,11/30/2020
Azera Americano Barista Style Instant Coffee 200 Sachets,B072L79WB9,NESCAFÉ,34.99,8352.0,78.0,7.85,11.0,5.0,3235.0,5.0,67.0,Amazon,Drinks,Large Oversize,AMZ,5.6x9.8x5.6,1.3,4/26/2017
"Tassimo L'OR Latte Macchiato Coffee Pods (Pack of 5, Total 80 Coffee Capsules)",B01M5CYXU7,Tassimo,19.93,9568.0,91.0,5.71,10.0,5.0,4243.0,5.0,209.0,,Drinks,Large Oversize,AMZ,6.8x15.4x6.2,4.7,10/18/2016
"Simply Banana Syrup, 250 ml",B079H59GS8,Simply,4.0,8156.0,106.0,2.54,1.0,4.0,8415.0,1.0,195.0,Amazon,Drinks,Large Oversize,AMZ,2.0x7.9x1.8,0.75,1/15/2018
"Fever-Tree Refreshingly Light Aromatic Tonic Water 8 x 150ml (Pack of 3, Total 24 cans)",B086LKT8KK,FEVER-TREE,11.97,9290.0,127.0,6.45,4.0,5.0,2270.0,5.0,183.0,Amazon,Drinks,Large Oversize,AMZ,8.4x12.9x3.6,9.92,3/27/2020
"Tetley Original Tea , 480 Tea bags(Pack of 6)",B0077PSEA4,Tetley,12.84,9096.0,123.0,4.87,9.0,5.0,6516.0,5.0,119.0,Amazon,Drinks,Large Oversize,AMZ,5.7x16.1x5.2,3.86,12/19/2011
"Taylors of Harrogate Decaffe Coffee Bags - 10 enveloped bags (Pack of 3, total of 30 Coffee Bags)",B071ZPG6TC,Taylors of Harrogate,6.0,8971.0,81.0,2.99,4.0,5.0,5741.0,12.0,185.0,Amazon,Home & Kitchen,Large Oversize,AMZ,5.4x11.5x3.5,0.93,5/24/2017
"Highland Spring Still Spring Water, 6 x 1.5L",B016OVGU5M,Highland Spring,3.25,9764.0,140.0,6.56,15.0,5.0,4232.0,7.0,298.0,Amazon,Drinks,Large Oversize,AMZ,10.1x13.5x6.6,21.32,11/12/2015
"Red Bull Energy Drink, 250 ml, Pack of 12",B072VTRG79,Red Bull,9.75,1624.0,136.0,5.33,8.0,5.0,3557.0,9.0,-2766.0,,Drinks,Large Oversize,AMZ,5.4x12.7x4.3,7.39,4/28/2016
"Funkin Pro Passion Fruit Puree for Cocktails, Cooking & Baking, Real Fruit Cocktail Ingredients, Puree Mixer 1 kg",B004S7C41E,Funkin,8.99,8124.0,145.0,3.39,20.0,5.0,5099.0,8.0,147.0,Amazon,Drinks,Large Oversize,AMZ,5.2x9.0x3.3,2.31,11/17/2010
"Starbucks Blonde Espresso Roast by Nescafe Dolce Gusto Coffee Pods, 6 x 12 (72 Pods/72 Servings)",B07X431KPD,STARBUCKS,16.01,9470.0,160.0,5.54,4.0,5.0,10114.0,10.0,121.0,E.U. Xtores,Drinks,Large Oversize,MFN,9.1x13.5x5.4,2.14,10/23/2019
"OATLY Oat Drink Barista Edition, Pack of 6",B01CJXO4LQ,OATLY,12.49,10142.0,162.0,7.19,17.0,5.0,5007.0,4.0,85.0,,Fresh & Chilled,Large Oversize,MFN,10.4x13.6x9.2,14.75,2/28/2016
"illy Coffee, Classico Ground Coffee, Classic Roast, 100 Percent Arabica Coffee Beans, 250 g & Dark Roast for Filter Coffeemakers, 250g, Pack of 1",B096VCBBJX,illy,10.4,7874.0,191.0,,1.0,5.0,6337.0,6.0,33.0,Amazon,Drinks,,AMZ,,,6/8/2021
"Monin Special Occasion Coffee Syrups Gift Set, Gingerbread, Salted Caramel, Honeycomb, 150 millilitre",B08N6V39XR,Monin,7.49,3746.0,165.0,2.82,3.0,5.0,5765.0,3.0,43.0,Universal Product Solutions,Drinks,Large Oversize,FBA,5.9x6.6x1.7,0.93,11/3/2020
"Monin Vanilla Syrup, 1L",B004FNDMT4,Monin,9.35,8524.0,155.0,3.42,18.0,5.0,5274.0,7.0,152.0,,Drinks,Large Oversize,AMZ,3.0x13.0x3.0,3.02,12/8/2010
"Nescafé Dolce Gusto Americano Intenso Coffee Pods, 16 Capsules",B0151IDC3C,Nescafé Dolce Gusto,3.5,7146.0,174.0,2.62,11.0,5.0,1634.0,1.0,176.0,Amazon,Drinks,Small Oversize,AMZ,4.8x4.9x4.8,0.51,11/12/2015
"Pukka Herbs | Calm Tea Collection Gift | Perfect for Calming | Ideal For Birthday, Thank You or Anniversary | 30 Sachets | 5 Flavours",B09FYJNHL3,Pukka Herbs,9.99,5111.0,179.0,3.15,4.0,5.0,69.0,3.0,0.0,,Drinks,Small Oversize,AMZ,4.1x5.9x4.0,0.4,9/10/2021
"by Amazon Nespresso Compatible Espresso Capsules, 50 capsules",B093SYX2RK,by Amazon,7.92,4341.0,195.0,2.98,2.0,4.0,1369.0,4.0,795.0,Amazon,Drinks,Large Oversize,AMZ,5.7x5.7x3.9,0.82,7/19/2021
"Starbucks Caffè Verona by Nespresso Dark Roast Ground Coffee 200 g, Pack of 6",B07X63KLL5,STARBUCKS,17.8,9533.0,188.0,5.63,7.0,5.0,7032.0,6.0,125.0,Amazon,Drinks,Large Oversize,AMZ,7.7x15.1x3.9,3.13,10/23/2019
Simply Almond Syrup 1 Litre,B004FN9QNK,Simply,7.42,7819.0,190.0,3.27,4.0,4.0,6533.0,5.0,183.0,Amazon,Drinks,Large Oversize,AMZ,3.2x11.8x3.2,2.91,12/8/2010
"Illy Classic Roast Coffee Beans, Medium Roast, 250 g",B000VOCQPW,illy,4.9,6661.0,280.0,2.73,9.0,5.0,6283.0,6.0,40.0,Amazon,Drinks,Large Oversize,AMZ,3.6x5.7x3.5,0.84,1/1/2008
"Lindt Hot Chocolate, 300g - a rich and creamy, vegan friendly drinking chocolate",B09GQ544CH,Lindt,4.0,5562.0,218.0,2.66,13.0,5.0,76.0,4.0,51.0,,Drinks,Large Oversize,AMZ,3.3x5.9x3.3,0.75,9/20/2021
"Lavazza Qualita Rossa, Arabica and Robusta Medium Roast Ground Coffee, 250 g, (Pack of 12)",B00DX4SAHK,Lavazza,33.99,7014.0,177.0,10.0,9.0,5.0,3059.0,7.0,14.0,JAMBO SUPPLIES,Drinks,Large Oversize,MFN,7.9x9.8x5.7,6.88,6/24/2013
"SiS Go Hydro, Zero Sugar Effervescent Electrolyte Tablets, for improved hydration and recovery. (Berry) 20 pack",B008AGN01C,Science in Sport,6.0,8211.0,256.0,2.7,12.0,5.0,5667.0,6.0,179.0,Amazon,Grocery,Standard Parcel,AMZ,1.1x5.7x1.1,0.22,3/25/2011
"Carabao Energy Drink Green Apple, 12 x 330ml Case Cans, Low Calories and less Sugar, Tasty Fizzy Flavour, Vegan, Vitamin B, Taurine and Caffeine with Zero Crash, Bulk crates, Multipack",B084MKY4X2,Carabao,7.2,7655.0,209.0,5.21,5.0,4.0,4069.0,6.0,196.0,Amazon,Drinks,Large Oversize,AMZ,7.0x9.4x5.8,9.35,2/4/2020
"Lavazza Qualità Rossa, Ground Coffee Espresso, Arabica and Robusta Medium Roast 500 g Pack",B006XFUK6K,Lavazza,5.5,6065.0,256.0,2.95,25.0,5.0,2104.0,7.0,117.0,Amazon,Drinks,Large Oversize,AMZ,3.9x8.0x2.5,1.15,1/14/2012
"Amazon Brand - Solimo Coffee Beans, 1 kg (1 x 1 kg)",B08WSQMK7D,Solimo,6.72,2250.0,221.0,3.28,1.0,4.0,7632.0,4.0,0.0,Amazon,Drinks,Large Oversize,AMZ,7.3x11.2x3.1,1.01,5/28/2021
"Lavazza A Modo Mio Lungo Dolce,Coffee Pods Espresso, 100% Arabica, 36 capsules",B00KZERW6G,Lavazza,9.6,6815.0,244.0,3.11,4.0,5.0,2846.0,11.0,105.0,Amazon,Drinks,Large Oversize,AMZ,5.7x5.8x2.9,0.79,10/30/2014
MONIN Premium Caramel Sugar Free Syrup 1 L & 10 ml pump for 1 L PET and 25 cl MONIN Premium Syrup bottles,B096V7WYCH,Monin,16.99,6553.0,273.0,,1.0,5.0,5181.0,5.0,62.0,Amazon,Drinks,,AMZ,,,6/8/2021
"Nescafé Gold Cappuccino Unsweetened Taste Coffee, 50 Sachets X 14.2G",B000O1IAAC,NESCAFÉ GOLD,13.99,6179.0,254.0,4.95,32.0,5.0,4861.0,8.0,235.0,E.U. Xtores,Drinks,Large Oversize,MFN,7.8x9.4x4.4,2.07,11/10/2006
"Simply Sugar Free Caramel Syrup, 1 L",B08QNY7WW7,Simply,7.25,6027.0,285.0,3.25,4.0,5.0,1876.0,1.0,173.0,Amazon,Drinks,Large Oversize,AMZ,3.3x11.8x3.2,2.38,12/10/2020
"Taylors of Harrogate After Dark Ground Coffee, 227g (Pack of 6)",B00EGSYHVU,Taylors of Harrogate,22.5,1925.0,301.0,7.48,2.0,5.0,2721.0,6.0,237.0,Amazon,Drinks,Large Oversize,AMZ,7.9x15.3x4.3,3.42,2/25/2013
"Twinings Pure Green Tea Decaffeinated 20 Single Tea Bags, 35g",B017IYG0I6,Twinings,2.0,5177.0,274.0,2.38,6.0,5.0,2341.0,4.0,63.0,Amazon,Drinks,Standard Parcel,AMZ,3.1x5.2x1.8,0.11,11/12/2015
"Lavazza Crema e Aroma, Arabica and Robusta Medium Roast Coffee Beans, Pack of 1 kg",B000FWHWGS,Lavazza,15.29,7698.0,293.0,5.0,11.0,5.0,9832.0,7.0,148.0,,Drinks,Large Oversize,AMZ,6.9x11.2x3.9,2.98,1/21/2009
"Fiji Natural Artesian Water Bottles, 12 x 1L",B00DEDNR7S,Fiji Water,23.97,5719.0,288.0,10.81,25.0,5.0,2855.0,5.0,39.0,Amazon,Drinks,Large Oversize,AMZ,9.7x12.8x9.6,28.57,3/25/2015
Oatly Oat Drink Organic 1 Litre (Pack of 6),B0168UVSK6,OATLY,7.2,5859.0,316.0,5.87,9.0,4.0,1733.0,7.0,21.0,Amazon,Grocery,Large Oversize,AMZ,8.4x8.9x6.7,14.31,2/28/2016
"Rude Health Organic Almond Barista Drink, 1 L 851",B07Y8M3G2C,Rude Health,1.87,5207.0,323.0,2.81,2.0,4.0,929.0,6.0,0.0,Amazon,Fresh & Chilled,Large Oversize,AMZ,3.0x8.1x2.7,2.36,9/23/2019
"Highland Spring Sparkling Spring Water, 6x500ml",B016OVG9XU,Highland Spring,,4105.0,481.0,,1.0,5.0,1095.0,1.0,48.0,Amazon,Drinks,Large Oversize,AMZ,8.2x9.1x5.4,7.14,11/12/2015
Nescafé Gold Blend Instant Coffee Tin 1Kg,B01B502UCO,NESCAFÉ GOLD,45.87,3906.0,324.0,9.68,6.0,5.0,1155.0,7.0,10.0,Amazon,Drinks,Large Oversize,AMZ,8.2x9.8x4.2,2.95,2/1/2012
"Yorkshire Tea Bedtime Brew Tea Bags, Pack of 4 (Total of 160 Tea Bags)",B07MC44ZLM,Yorkshire Tea,9.2,6123.0,350.0,3.25,5.0,5.0,4137.0,6.0,111.0,Amazon,Drinks,Large Oversize,AMZ,6.2x11.3x3.8,1.28,1/4/2019
"Highland Spring Still Spring Water, 24x330ml",B016OVG6LK,Highland Spring,4.5,4793.0,334.0,5.84,17.0,5.0,1324.0,6.0,53.0,,Drinks,Large Oversize,MFN,9.4x14.8x6.6,18.92,11/12/2015
"RUBICON Spring Black Cherry Raspberry | 12 x 500ml Bottles | Flavoured Sparkling Spring Water, 15 Calories or Less per bottle | Make the Unboring Choice",B06XWR1Z63,Rubicon,13.54,5430.0,354.0,7.35,20.0,5.0,2064.0,6.0,117.0,,Drinks,Large Oversize,MFN,9.0x10.0x7.0,13.93,9/13/2016
"Plenish Almond Milk Drink| 8 x 1 Litre | Vegan, Organic and Unsweetened",B01ETMDCYA,PLENISH,17.0,5831.0,331.0,8.07,6.0,5.0,1582.0,12.0,86.0,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.7x11.9x6.4,18.65,4/26/2016
"Amazon Brand - Happy Belly Ground Coffee ""Caffè Intenso"" (2 x 250g)",B08WSP3QFK,Happy Belly,5.74,5032.0,300.0,2.68,1.0,4.0,4847.0,5.0,60.0,Amazon,Drinks,Large Oversize,AMZ,5.9x6.3x1.9,1.15,8/23/2021
Sevenhills Wholefoods Organic Cacao Powder 1kg,B00M423I92,sevenhills wholefoods,8.99,5353.0,390.0,3.39,1.0,5.0,4450.0,8.0,68.0,Sevenhills Wholefoods,Grocery,Large Oversize,FBA,9.1x13.2x3.0,2.27,7/25/2014
Robinsons Fruit Squash - Low Calorie - Double Strength - Summer Fruits 1.75 Litre,B071GNPGYM,Robinsons,2.25,3512.0,386.0,3.09,4.0,5.0,1109.0,2.0,20.0,Amazon,Drinks,Large Oversize,AMZ,3.8x12.4x3.7,4.03,6/13/2017
"Tassimo Variety Pack Costa Coffee Favourites - (Pack of 5, Total 56 Coffee Capsules)",B01AM32EPI,Tassimo,26.45,3787.0,380.0,6.96,4.0,5.0,4189.0,5.0,52.0,Amazon,Drinks,Large Oversize,AMZ,6.7x15.6x6.4,3.99,4/8/2021
"Campari Bitter 70cl, 25% ABV - Italian Spirit Aperitif - The Heart Of The Negroni",B003ZIU1O4,Campari,12.5,5418.0,591.0,4.19,20.0,5.0,2811.0,9.0,45.0,Amazon,"Beer, Wine & Spirits",Large Oversize,AMZ,4.6x14.8x4.6,3.13,10/11/2010
MONIN 10ml pump for 1L PET and 25cl MONIN Premium Syrup bottles,B00JBCNUE6,Monin,5.99,4482.0,407.0,2.7,16.0,5.0,7729.0,1.0,77.0,,Drinks,Large Envelope,AMZ,6.4x8.5x1.3,0.07,9/27/2012
"Nescafe Azera Americano Instant Coffee, 100g",B0151IEUMY,NESCAFÉ,2.9,2814.0,420.0,2.48,11.0,5.0,2398.0,4.0,135.0,Amazon,Drinks,Small Oversize,AMZ,2.9x5.2x2.8,0.33,11/12/2015
Advent Calendar 2021 for Coffee Lovers - Includes 25 Organic & Decaf Gourmet Ground Coffees of The World | Christmas Set for Men & Women | Hamper Style Gift Idea with Unique Coffee Brewer Concept,B076Q9SWK6,GROWER'S CUP,38.95,76.0,11823.0,8.86,2.0,5.0,807.0,8.0,0.0,The Brew Company,Grocery,Large Oversize,FBA,8.7x15.7x8.6,3.44,10/24/2017
"Nescafé Dolce Gusto Chococino Coffee Pods (Pack of 3, 48 Capsules)",B074M6M2L4,Nescafé Dolce Gusto,10.5,5056.0,382.0,4.26,19.0,5.0,2666.0,8.0,49.0,Amazon,Drinks,Large Oversize,AMZ,5.1x14.6x5.1,2.43,4/29/2015
"Cawston Press Apple & Elderflower Pressed Juice, 1 l, Pack of 6",B01LB6ZWLI,Cawston Press,13.8,5045.0,441.0,7.39,4.0,5.0,1590.0,5.0,50.0,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.7x10.0x6.6,14.75,6/27/2019
HIGH5 Energy Gel Quick Release Energy On The Go from Natural Fruit Juice (20 x 40g Sachets) (Apple),B008E43RY0,HIGH5,11.75,3097.0,494.0,4.3,15.0,5.0,3164.0,5.0,131.0,Amazon,Health & Personal Care,Large Oversize,AMZ,4.7x6.6x4.2,1.98,6/19/2012
"Nescafé Dolce Gusto Latte Macchiato Coffee Pods, 3 x 16 each",B088X8JZK9,Dolce Gusto,12.44,4970.0,425.0,4.4,21.0,5.0,1511.0,6.0,119.0,Amazon,Drinks,Large Oversize,AMZ,5.0x14.5x5.0,1.96,5/6/2020
Amazon Brand - Happy Belly Select Brazilian Coffee Beans - Rainforest Alliance Certified - 1Kg (2 Packs x 500gr),B08FRSX4F5,Happy Belly Select,10.49,3627.0,435.0,4.26,1.0,4.0,1495.0,6.0,43.0,Amazon,Drinks,Large Oversize,AMZ,7.3x8.2x5.8,3.02,3/8/2021
Buyagift Afternoon Tea Gift Experience Box - 465 traditional afternoon tea experiences across the UK,B01LNU1FA4,Buyagift,27.99,789.0,433.0,6.05,5.0,5.0,563.0,9.0,11.0,Buyagift & Red Letter Days,Grocery,Large Oversize,FBA,6.3x6.4x0.7,0.77,9/15/2016
MOMA Barista Edition Oat Milk | 6 x 1L | 100% Plant Based Vegan | Made with the whole of the oat for added fibre & a delicious flavour | No Added Sugar | Oat Drink,B07Z3TBBL8,MOMA,10.8,4326.0,463.0,,7.0,5.0,908.0,9.0,44.0,Amazon,Fresh & Chilled,Large Oversize,AMZ,8.6x9.3x6.4,14.33,10/14/2019
Matcha Green Tea Powder (Super Tea) 50g by PureChimp | Ceremonial Grade from Japan | Pesticide-Free | Recyclable Glass Jar & Aluminium Lid,B00HNDSOCI,PureChimp,9.95,4935.0,465.0,3.0,2.0,5.0,10896.0,6.0,97.0,PureChimp,Drinks,Small Oversize,FBA,2.5x2.6x2.5,0.37,6/2/2014
Nespresso Original Coffee Capsules (Mixed) 50,B0099HD3YA,Nespresso,24.0,4626.0,372.0,6.17,33.0,5.0,27332.0,6.0,24.0,Mr&Mrs Coffee Beans,Drinks,Large Oversize,FBA,7.7x11.5x2.0,1.01,5/22/2011
"Cadbury Fair Trade Drinking Chocolate, 1 Kg, 612582",B003EJEXMA,Cadbury,7.15,3537.0,452.0,3.24,16.0,5.0,1924.0,2.0,42.0,,Drinks,Large Oversize,AMZ,6.2x6.3x4.0,2.54,3/30/2010
Note d'Espresso- Vacuum-Packed Arabica Coffee Beans- 1000 g x 2 Pack,B07X5CQ49F,Note d'Espresso,14.24,4149.0,543.0,6.32,1.0,4.0,5787.0,9.0,769.0,Amazon,Drinks,Large Oversize,AMZ,9.2x10.3x6.4,4.74,11/5/2019
"NESCAFÉ Original Instant Coffee Granules, 1 kg",B01B53BPCM,NESCAFÉ Original,26.76,5161.0,360.0,6.75,30.0,5.0,2249.0,4.0,27.0,,Drinks,Large Oversize,AMZ,8.1x9.7x4.1,2.91,10/23/2013
MONIN Premium Vanilla Sugar Free Syrup 1L,B005KLWD3G,Monin,11.0,4572.0,457.0,4.34,17.0,5.0,2466.0,5.0,43.0,Amazon,Drinks,Large Oversize,AMZ,3.1x12.8x3.0,2.4,1/1/2008
Robinsons Fruit Squash - Low Calorie - Double Strength - Orange 1.75 Litre,B017NVFQQG,Robinsons,2.25,3560.0,459.0,3.09,5.0,5.0,1844.0,3.0,23.0,Amazon,Drinks,Large Oversize,AMZ,3.9x12.2x3.7,4.06,11/12/2015
"Nesquik Chocolate Milkshake Mix, 300g",B0151IEB46,Nesquik,2.3,3146.0,514.0,2.52,11.0,5.0,2724.0,8.0,24.0,Amazon,Drinks,Large Oversize,AMZ,3.7x5.0x2.8,0.75,11/12/2015
